 商品説明カテゴリ 住まい、インテリア 仏壇、仏具 仏具一般状態 未使用 ☆状 態 ☆新品未使用仏具卸、小売店に納める商品（密教法具）を製造価格で工房より直出品です。サイズ：精密工芸品 唐密真言宗 仏具 金剛盤90㎜ 金剛鈴70㎜ 五鈷杵60㎜ 三鈷杵60㎜ 独鈷杵60㎜ 五点セット 90㎜前後 真鍮磨き仕上 純銅製支払詳細・Yahoo!かんたん決済発送詳細・発送飛脚宅配便(佐川急便)※発送日より約7日～13日で到着。配送日数：通常の目安を記載してあります。繁忙期、販売店の休祝日、税関等の影響で遅れる場合もございます。 ※週末は休日なので、出荷することはできません。 ご落札後24時間内ご連絡を頂きます、 お客様が早くご連絡ほど商品が早く届けます■注意事項※落札後、在庫状況により、商品変更か取引キャンセルか対応する場合がございますので、是非、その時ご理解とご容赦のほどよろしくお願いします※素人採寸ですので参考までにお願いします※色は光の加減で見え方が変わることがありますのでご了承願いします※スムーズに取引できますように心がけておりますので、どうぞよろしくお願いいたします※基本的に入札後、落札後のキャンセルはお受けいたしておりません※著しく評価の悪い方、新規の方は当方の基準で入札を削除する場合がありますいますのでご注意く支払詳細・Yahoo!かんたん決済発送詳細・発送飛脚宅配便(佐川急便)※発送日より約7日～13日で到着。配送日数：通常の目安を記載してあります。繁忙期、販売店の休祝日、税関等の影響で遅れる場合もございます。 ※週末は休日なので、出荷することはできません。 ご落札後24時間内ご連絡を頂きます、 お客様が早くご連絡ほど商品が早く届けます■注意事項※落札後、在庫状況により、商品変更か取引キャンセルか対応する場合がございますので、是非、その時ご理解とご容赦のほどよろしくお願いします※素人採寸ですので参考までにお願いします※色は光の加減で見え方が変わることがありますのでご了承願いします※スムーズに取引できますように心がけておりますので、どうぞよろしくお願いいたします※基本的に入札後、落札後のキャンセルはお受けいたしておりません※著しく評価の悪い方、新規の方は当方の基準で入札を削除する場合がありますいますのでご注意く , 未使用 ,"s782474853
"
 商品説明伽羅『銘 月露』です！とても良い香りのする文句なしの一品です。小さいですが沈水します！注意事項・すべての出品物は骨董品、中古品ですので、説明しきれない時代物としてのスレ、小傷、変色、等ございます。そういった経年の欠点を気になさる方、神経質な方は入札をされない方が良いかと思います。そういう時代感等をご理解していただける方からの入札お待ちしております。また新規の方、極端に悪い評価が多い方のご入札は取り消しさせていただくことがございますので、お求めの際は質問欄より一言頂けると幸いです。・特殊機材による撮影、計測等は行っていませんので、写真による色の誤差や実寸の誤差が生じる場合もございます。・基本的には売り切りですが希望価格に達しない場合取り消しする事がございます。ご了承の上、御入札の程よろしくお願いいたします。・原則ご落札後、一週間以内にご入金出来る方のみご入札お願いします。分かる範囲内でお答え致しますのでご不明点等ございましたらお気軽にご質問ください。落札された場合誠心誠意ご対応させて頂きます , 未使用に近い ,"b522337104
"
 ご覧いただきありがとうございます。【商品】時代物 古銅香炉【商品の状態】掲載写真をご確認ください。中古品ですので経年のスレ、汚れ、小キズなどがある場合もあります。できる限り表示いたします。注意事項：写真が全てですので写真でのご判断をお願いします。万が一掲載画像と説明文の情報の遺漏、誤記があった場合におかれましても、入札者様の見解による判断に基づき入札されたものであると判断させて頂きます。～お取引の注意事項～■代理出品の商品です。専門外の為、詳しいご質問にはお答出来かねます。細かいことを気にされる方の入札はご遠慮下さい■写真に写っている物が全てでその状態でのお渡しになります。タイトル・説明欄とお写真に相違があった場合はお写真（現物）を優先とします。付属品等も写真でご確認下さい。 実物のお色と若干異なる場合がございますがご了承ください。■ご決済期間は落札日から3日以内でお願い致します。■落札者都合でキャンセルする場合、落札金額の３０％を賠償金額として請求させていただきます。■返品不可■発送方法佐川急便着払いでの配送になります。■お支払い方法Yahoo!かんたん決済■入札される方は商品及び、お取引の注意事項にご納得頂けたものと判断します。落札後のクレームやキャンセルはお受けできません■ご連絡は落札後24時間以内に連絡用掲示板よりご連絡下さい。落札から3日たってもご連絡が無い場合は落札者都合で削除させて頂きます。■送り間違え等あった場合は商品到着後3日以内にメール又は連絡用掲示板よりご連絡下さい。 , 傷や汚れあり ,"n474662072
"
 ご覧いただきありがとうございます。【商品】時代物 古銅香炉【商品の状態】掲載写真をご確認ください。中古品ですので経年のスレ、汚れ、小キズなどがある場合もあります。できる限り表示いたします。注意事項：写真が全てですので写真でのご判断をお願いします。万が一掲載画像と説明文の情報の遺漏、誤記があった場合におかれましても、入札者様の見解による判断に基づき入札されたものであると判断させて頂きます。～お取引の注意事項～■代理出品の商品です。専門外の為、詳しいご質問にはお答出来かねます。細かいことを気にされる方の入札はご遠慮下さい■写真に写っている物が全てでその状態でのお渡しになります。タイトル・説明欄とお写真に相違があった場合はお写真（現物）を優先とします。付属品等も写真でご確認下さい。 実物のお色と若干異なる場合がございますがご了承ください。■ご決済期間は落札日から3日以内でお願い致します。■落札者都合でキャンセルする場合、落札金額の３０％を賠償金額として請求させていただきます。■返品不可■発送方法佐川急便着払いでの配送になります。■お支払い方法Yahoo!かんたん決済■入札される方は商品及び、お取引の注意事項にご納得頂けたものと判断します。落札後のクレームやキャンセルはお受けできません■ご連絡は落札後24時間以内に連絡用掲示板よりご連絡下さい。落札から3日たってもご連絡が無い場合は落札者都合で削除させて頂きます。■送り間違え等あった場合は商品到着後3日以内にメール又は連絡用掲示板よりご連絡下さい。 , 傷や汚れあり ,"n474662072
"
 ご覧いただきありがとうございます。【商品】時代物 古銅香炉【商品の状態】掲載写真をご確認ください。中古品ですので経年のスレ、汚れ、小キズなどがある場合もあります。できる限り表示いたします。注意事項：写真が全てですので写真でのご判断をお願いします。万が一掲載画像と説明文の情報の遺漏、誤記があった場合におかれましても、入札者様の見解による判断に基づき入札されたものであると判断させて頂きます。～お取引の注意事項～■代理出品の商品です。専門外の為、詳しいご質問にはお答出来かねます。細かいことを気にされる方の入札はご遠慮下さい■写真に写っている物が全てでその状態でのお渡しになります。タイトル・説明欄とお写真に相違があった場合はお写真（現物）を優先とします。付属品等も写真でご確認下さい。 実物のお色と若干異なる場合がございますがご了承ください。■ご決済期間は落札日から3日以内でお願い致します。■落札者都合でキャンセルする場合、落札金額の３０％を賠償金額として請求させていただきます。■返品不可■発送方法佐川急便着払いでの配送になります。■お支払い方法Yahoo!かんたん決済■入札される方は商品及び、お取引の注意事項にご納得頂けたものと判断します。落札後のクレームやキャンセルはお受けできません■ご連絡は落札後24時間以内に連絡用掲示板よりご連絡下さい。落札から3日たってもご連絡が無い場合は落札者都合で削除させて頂きます。■送り間違え等あった場合は商品到着後3日以内にメール又は連絡用掲示板よりご連絡下さい。 , 傷や汚れあり ,"n474662072
"
 ご覧いただきありがとうございます。【商品】時代物 古銅香炉【商品の状態】掲載写真をご確認ください。中古品ですので経年のスレ、汚れ、小キズなどがある場合もあります。できる限り表示いたします。注意事項：写真が全てですので写真でのご判断をお願いします。万が一掲載画像と説明文の情報の遺漏、誤記があった場合におかれましても、入札者様の見解による判断に基づき入札されたものであると判断させて頂きます。～お取引の注意事項～■代理出品の商品です。専門外の為、詳しいご質問にはお答出来かねます。細かいことを気にされる方の入札はご遠慮下さい■写真に写っている物が全てでその状態でのお渡しになります。タイトル・説明欄とお写真に相違があった場合はお写真（現物）を優先とします。付属品等も写真でご確認下さい。 実物のお色と若干異なる場合がございますがご了承ください。■ご決済期間は落札日から3日以内でお願い致します。■落札者都合でキャンセルする場合、落札金額の３０％を賠償金額として請求させていただきます。■返品不可■発送方法佐川急便着払いでの配送になります。■お支払い方法Yahoo!かんたん決済■入札される方は商品及び、お取引の注意事項にご納得頂けたものと判断します。落札後のクレームやキャンセルはお受けできません■ご連絡は落札後24時間以内に連絡用掲示板よりご連絡下さい。落札から3日たってもご連絡が無い場合は落札者都合で削除させて頂きます。■送り間違え等あった場合は商品到着後3日以内にメール又は連絡用掲示板よりご連絡下さい。 , 傷や汚れあり ,"n474662072
"
 ご覧いただきありがとうございます。【商品】時代物 古銅香炉【商品の状態】掲載写真をご確認ください。中古品ですので経年のスレ、汚れ、小キズなどがある場合もあります。できる限り表示いたします。注意事項：写真が全てですので写真でのご判断をお願いします。万が一掲載画像と説明文の情報の遺漏、誤記があった場合におかれましても、入札者様の見解による判断に基づき入札されたものであると判断させて頂きます。～お取引の注意事項～■代理出品の商品です。専門外の為、詳しいご質問にはお答出来かねます。細かいことを気にされる方の入札はご遠慮下さい■写真に写っている物が全てでその状態でのお渡しになります。タイトル・説明欄とお写真に相違があった場合はお写真（現物）を優先とします。付属品等も写真でご確認下さい。 実物のお色と若干異なる場合がございますがご了承ください。■ご決済期間は落札日から3日以内でお願い致します。■落札者都合でキャンセルする場合、落札金額の３０％を賠償金額として請求させていただきます。■返品不可■発送方法佐川急便着払いでの配送になります。■お支払い方法Yahoo!かんたん決済■入札される方は商品及び、お取引の注意事項にご納得頂けたものと判断します。落札後のクレームやキャンセルはお受けできません■ご連絡は落札後24時間以内に連絡用掲示板よりご連絡下さい。落札から3日たってもご連絡が無い場合は落札者都合で削除させて頂きます。■送り間違え等あった場合は商品到着後3日以内にメール又は連絡用掲示板よりご連絡下さい。 , 傷や汚れあり ,"n474662072
"
 ご覧いただきありがとうございます。【商品】時代物 古銅香炉【商品の状態】掲載写真をご確認ください。中古品ですので経年のスレ、汚れ、小キズなどがある場合もあります。できる限り表示いたします。注意事項：写真が全てですので写真でのご判断をお願いします。万が一掲載画像と説明文の情報の遺漏、誤記があった場合におかれましても、入札者様の見解による判断に基づき入札されたものであると判断させて頂きます。～お取引の注意事項～■代理出品の商品です。専門外の為、詳しいご質問にはお答出来かねます。細かいことを気にされる方の入札はご遠慮下さい■写真に写っている物が全てでその状態でのお渡しになります。タイトル・説明欄とお写真に相違があった場合はお写真（現物）を優先とします。付属品等も写真でご確認下さい。 実物のお色と若干異なる場合がございますがご了承ください。■ご決済期間は落札日から3日以内でお願い致します。■落札者都合でキャンセルする場合、落札金額の３０％を賠償金額として請求させていただきます。■返品不可■発送方法佐川急便着払いでの配送になります。■お支払い方法Yahoo!かんたん決済■入札される方は商品及び、お取引の注意事項にご納得頂けたものと判断します。落札後のクレームやキャンセルはお受けできません■ご連絡は落札後24時間以内に連絡用掲示板よりご連絡下さい。落札から3日たってもご連絡が無い場合は落札者都合で削除させて頂きます。■送り間違え等あった場合は商品到着後3日以内にメール又は連絡用掲示板よりご連絡下さい。 , 傷や汚れあり ,"n474662072
"
 ご覧いただきありがとうございます。【商品】時代物 古銅香炉【商品の状態】掲載写真をご確認ください。中古品ですので経年のスレ、汚れ、小キズなどがある場合もあります。できる限り表示いたします。注意事項：写真が全てですので写真でのご判断をお願いします。万が一掲載画像と説明文の情報の遺漏、誤記があった場合におかれましても、入札者様の見解による判断に基づき入札されたものであると判断させて頂きます。～お取引の注意事項～■代理出品の商品です。専門外の為、詳しいご質問にはお答出来かねます。細かいことを気にされる方の入札はご遠慮下さい■写真に写っている物が全てでその状態でのお渡しになります。タイトル・説明欄とお写真に相違があった場合はお写真（現物）を優先とします。付属品等も写真でご確認下さい。 実物のお色と若干異なる場合がございますがご了承ください。■ご決済期間は落札日から3日以内でお願い致します。■落札者都合でキャンセルする場合、落札金額の３０％を賠償金額として請求させていただきます。■返品不可■発送方法佐川急便着払いでの配送になります。■お支払い方法Yahoo!かんたん決済■入札される方は商品及び、お取引の注意事項にご納得頂けたものと判断します。落札後のクレームやキャンセルはお受けできません■ご連絡は落札後24時間以内に連絡用掲示板よりご連絡下さい。落札から3日たってもご連絡が無い場合は落札者都合で削除させて頂きます。■送り間違え等あった場合は商品到着後3日以内にメール又は連絡用掲示板よりご連絡下さい。 , 傷や汚れあり ,"n474662072
"
 ご覧いただきありがとうございます。【商品】時代物 古銅香炉【商品の状態】掲載写真をご確認ください。中古品ですので経年のスレ、汚れ、小キズなどがある場合もあります。できる限り表示いたします。注意事項：写真が全てですので写真でのご判断をお願いします。万が一掲載画像と説明文の情報の遺漏、誤記があった場合におかれましても、入札者様の見解による判断に基づき入札されたものであると判断させて頂きます。～お取引の注意事項～■代理出品の商品です。専門外の為、詳しいご質問にはお答出来かねます。細かいことを気にされる方の入札はご遠慮下さい■写真に写っている物が全てでその状態でのお渡しになります。タイトル・説明欄とお写真に相違があった場合はお写真（現物）を優先とします。付属品等も写真でご確認下さい。 実物のお色と若干異なる場合がございますがご了承ください。■ご決済期間は落札日から3日以内でお願い致します。■落札者都合でキャンセルする場合、落札金額の３０％を賠償金額として請求させていただきます。■返品不可■発送方法佐川急便着払いでの配送になります。■お支払い方法Yahoo!かんたん決済■入札される方は商品及び、お取引の注意事項にご納得頂けたものと判断します。落札後のクレームやキャンセルはお受けできません■ご連絡は落札後24時間以内に連絡用掲示板よりご連絡下さい。落札から3日たってもご連絡が無い場合は落札者都合で削除させて頂きます。■送り間違え等あった場合は商品到着後3日以内にメール又は連絡用掲示板よりご連絡下さい。 , 傷や汚れあり ,"n474662072
"
 ご覧いただきありがとうございます。【商品】時代物 古銅香炉【商品の状態】掲載写真をご確認ください。中古品ですので経年のスレ、汚れ、小キズなどがある場合もあります。できる限り表示いたします。注意事項：写真が全てですので写真でのご判断をお願いします。万が一掲載画像と説明文の情報の遺漏、誤記があった場合におかれましても、入札者様の見解による判断に基づき入札されたものであると判断させて頂きます。～お取引の注意事項～■代理出品の商品です。専門外の為、詳しいご質問にはお答出来かねます。細かいことを気にされる方の入札はご遠慮下さい■写真に写っている物が全てでその状態でのお渡しになります。タイトル・説明欄とお写真に相違があった場合はお写真（現物）を優先とします。付属品等も写真でご確認下さい。 実物のお色と若干異なる場合がございますがご了承ください。■ご決済期間は落札日から3日以内でお願い致します。■落札者都合でキャンセルする場合、落札金額の３０％を賠償金額として請求させていただきます。■返品不可■発送方法佐川急便着払いでの配送になります。■お支払い方法Yahoo!かんたん決済■入札される方は商品及び、お取引の注意事項にご納得頂けたものと判断します。落札後のクレームやキャンセルはお受けできません■ご連絡は落札後24時間以内に連絡用掲示板よりご連絡下さい。落札から3日たってもご連絡が無い場合は落札者都合で削除させて頂きます。■送り間違え等あった場合は商品到着後3日以内にメール又は連絡用掲示板よりご連絡下さい。 , 傷や汚れあり ,"n474662072
"
" 商品説明サイズ 幅 約 15.9×19.7ｃｍ 高さ 約 29ｃｍ 状態 画像参照 ※一ヵ所欠け有り。■ 発送方法▼ ゆうパック（補償あり／追跡あり） ※送料全国一律1,400円 但し北海道、沖縄、離島は＋400円いただきます。 発送元は香川県となります。 複数点落札時に同梱をご希望される場合はその旨ご連絡ください、改めて送料をご連絡いたします。（ 商品の組み合わせによっては同梱をお断りさせていただく場合があります。） 梱包材は再利用品を使用する事がありますのでご了承ください。 ※大型商品について タイトルの後ろに◎を記載してあるものは郵便局の規定を超える商品となる為、佐川急便またはヤマトホームコンビニエンスでの発送となります。■ 海外発送▼ EMS、SAL便、船便 ※海外発送の商品については、ご返品・ご返金は一切お受けできませんのでご注意ください。（ワシントン条約に該当する商品の海外発送は出来ません。）注意事項■ 発送先等のご連絡とお支払いについて ※発送先等のご連絡 落札時から４８時間以内にお願い致します。 ※お支払 かんたん決済の期限内にお願い致します。■ 掲載画像について ※画像は現物を撮影しておりますが、照度、遮光、モニターによっては実物と色目が異なって見えることがありますのでご注意ください。 ※スマートフォンからアクセスされている方は『商品詳細を見る』をタップして詳細画像をご覧ください。■ 補償について ※商品到着後はすぐに状態の確認をお願い致します。 商品の破損等がございましたら、箱や梱包材など全てそのままの状態で保存し、お早めにご連絡ください。（到着日から日数経過、海外に輸送済み、梱包材の廃棄済み等の場合、保証は致しかねますのでご注意ください。）■ 返品について ※思っていたイメージと違う、などのお客様主観による返品はお受けできませんので、予めご了承ください。 ※届いた商品がタイトルや商品説明と著しく乖離している等、当店に原因のある場合には、お早めにご連絡ください。 送料当店負担の上、返品対応させていただきます。（ご返金は当店検品後となります。）■ キャンセルについて ※落札後のキャンセルは手数料として落札金額の20パーセントをお支払いいただきます。■ 商品のお取り置きについて ※最初の落札日より、一週間とさせていただきます。オークション終了後、お取り置き希望の旨、ご連絡をお願い致します。■ その他の留意点 ※当店は古物中心の出品の為、本物保証と記されていない商品の材質や作家名、制作時期等は当店の主観に基づいたものとなります。その為、掲載画像をすべて閲覧し、入札者様の見識によりご納得頂いた上で入札をされたものと判断いたします。 ※評価が著しく悪い方やこちらが不安になる評価をお持ちの方の入札は、予告無く取り消しをさせていただく場合があります。 ※発送については迅速に対応させていただきますが営業日の都合上、土日は発送が出来かねます。以上こちらの条件ばかりで申し訳ございませんが上記すべてにご了承いただける方のみ入札のほうよろしくお願いいたします。■ この度は当オークションの商品を閲覧していただき、ありがとうございました。他にも多数の商品を取り扱いしておりますので、是非ご覧になってください。角屋美術〒760-0080香川県高松市木太町415-1℡087-880-6855送付方法ゆうパック、全国一律1,400円、北海道.沖縄.離島は＋400円支払方法Yahoo!かんたん決済（詳細）この商品説明は オークション落札相場サイト「オークファン」出品テンプレート で作成されています。Powered by aucfan.com ", やや傷や汚れあり ,"516586241
"
" 商品説明サイズ 幅 約 15.9×19.7ｃｍ 高さ 約 29ｃｍ 状態 画像参照 ※一ヵ所欠け有り。■ 発送方法▼ ゆうパック（補償あり／追跡あり） ※送料全国一律1,400円 但し北海道、沖縄、離島は＋400円いただきます。 発送元は香川県となります。 複数点落札時に同梱をご希望される場合はその旨ご連絡ください、改めて送料をご連絡いたします。（ 商品の組み合わせによっては同梱をお断りさせていただく場合があります。） 梱包材は再利用品を使用する事がありますのでご了承ください。 ※大型商品について タイトルの後ろに◎を記載してあるものは郵便局の規定を超える商品となる為、佐川急便またはヤマトホームコンビニエンスでの発送となります。■ 海外発送▼ EMS、SAL便、船便 ※海外発送の商品については、ご返品・ご返金は一切お受けできませんのでご注意ください。（ワシントン条約に該当する商品の海外発送は出来ません。）注意事項■ 発送先等のご連絡とお支払いについて ※発送先等のご連絡 落札時から４８時間以内にお願い致します。 ※お支払 かんたん決済の期限内にお願い致します。■ 掲載画像について ※画像は現物を撮影しておりますが、照度、遮光、モニターによっては実物と色目が異なって見えることがありますのでご注意ください。 ※スマートフォンからアクセスされている方は『商品詳細を見る』をタップして詳細画像をご覧ください。■ 補償について ※商品到着後はすぐに状態の確認をお願い致します。 商品の破損等がございましたら、箱や梱包材など全てそのままの状態で保存し、お早めにご連絡ください。（到着日から日数経過、海外に輸送済み、梱包材の廃棄済み等の場合、保証は致しかねますのでご注意ください。）■ 返品について ※思っていたイメージと違う、などのお客様主観による返品はお受けできませんので、予めご了承ください。 ※届いた商品がタイトルや商品説明と著しく乖離している等、当店に原因のある場合には、お早めにご連絡ください。 送料当店負担の上、返品対応させていただきます。（ご返金は当店検品後となります。）■ キャンセルについて ※落札後のキャンセルは手数料として落札金額の20パーセントをお支払いいただきます。■ 商品のお取り置きについて ※最初の落札日より、一週間とさせていただきます。オークション終了後、お取り置き希望の旨、ご連絡をお願い致します。■ その他の留意点 ※当店は古物中心の出品の為、本物保証と記されていない商品の材質や作家名、制作時期等は当店の主観に基づいたものとなります。その為、掲載画像をすべて閲覧し、入札者様の見識によりご納得頂いた上で入札をされたものと判断いたします。 ※評価が著しく悪い方やこちらが不安になる評価をお持ちの方の入札は、予告無く取り消しをさせていただく場合があります。 ※発送については迅速に対応させていただきますが営業日の都合上、土日は発送が出来かねます。以上こちらの条件ばかりで申し訳ございませんが上記すべてにご了承いただける方のみ入札のほうよろしくお願いいたします。■ この度は当オークションの商品を閲覧していただき、ありがとうございました。他にも多数の商品を取り扱いしておりますので、是非ご覧になってください。角屋美術〒760-0080香川県高松市木太町415-1℡087-880-6855送付方法ゆうパック、全国一律1,400円、北海道.沖縄.離島は＋400円支払方法Yahoo!かんたん決済（詳細）この商品説明は オークション落札相場サイト「オークファン」出品テンプレート で作成されています。Powered by aucfan.com ", やや傷や汚れあり ,"516586241
"
 希少品！ 【最上】銀造吊香炉 希少品 双鳥極密細工 時代大名道具 古玩煎茶道具 仏具 香道 銀瓶 115 -------商品説明---------------------------------- 【商品情報】 サイズ：香炉直径5.2㎝・長さ15.0㎝・71g※本文の一番最後の写真は使用例です。出品物は香炉のみです。台座は付きません。 ------- 注意事項 ---------------------------------- ★【状態】 商品自体がたいへん古いものでございますので経年によるスレや傷みがございます。 ※神経質な方の入札はご遠慮ください。 画像たくさん載せておりますのでお確かめください。（※画像に乗っている物が全てです。） 素人の為、タイトルに誤りがあるかもしれません。鑑定書などは付随しておりませんのでお安く出品しております。画像にてご判断いただける方のご入札お願いいたします。 ご新規様のご入札で不審に感じた場合は入札を取消いたします。また、著しく評価の悪い方とのお取引は後のトラブル回避のため遠慮とさせていただきます。それでもご興味がある場合は必ずご入札の意思をご質問よりお願いします。 ★【落札後の注意】 落札後のキャンセルはご遠慮ください。また、落札後にご質問はおやめください。何か商品につてご質問がある場合は必ずご入札前にご質問をお願いいたします。落札者様へのご連絡を申し上げてから3日過ぎましてもご連絡頂けない場合は、誠に残念ながら落札者様都合のキャンセルとさせて頂きますことをご了承ください。 こちらからの評価はしておりませんので、予めご了承くださいませ。土日はお返事ができない場合があります事ご了承くださいませ。 ★【返品について】 基本的には返品はお断りしておりますが当方に不備があり、お取引ナビよりご連絡をいただけた場合は返品をお受けいたします。 落札後のキャンセルはお受けできません。ノークレームノーリターンにてお願いしております。 ------- 発送方法 ---------------------------------- 大阪よりゆうパックにてお届けします。その他定形外やレターパックも対応します。 ------- 支払方法 ---------------------------------- 3/1日よりヤフオクの決済方法が簡単決済のみとなりました。 , 目立った傷や汚れなし ,"e470211588
"
 希少品！ 【最上】銀造吊香炉 希少品 双鳥極密細工 時代大名道具 古玩煎茶道具 仏具 香道 銀瓶 115 -------商品説明---------------------------------- 【商品情報】 サイズ：香炉直径5.2㎝・長さ15.0㎝・71g※本文の一番最後の写真は使用例です。出品物は香炉のみです。台座は付きません。 ------- 注意事項 ---------------------------------- ★【状態】 商品自体がたいへん古いものでございますので経年によるスレや傷みがございます。 ※神経質な方の入札はご遠慮ください。 画像たくさん載せておりますのでお確かめください。（※画像に乗っている物が全てです。） 素人の為、タイトルに誤りがあるかもしれません。鑑定書などは付随しておりませんのでお安く出品しております。画像にてご判断いただける方のご入札お願いいたします。 ご新規様のご入札で不審に感じた場合は入札を取消いたします。また、著しく評価の悪い方とのお取引は後のトラブル回避のため遠慮とさせていただきます。それでもご興味がある場合は必ずご入札の意思をご質問よりお願いします。 ★【落札後の注意】 落札後のキャンセルはご遠慮ください。また、落札後にご質問はおやめください。何か商品につてご質問がある場合は必ずご入札前にご質問をお願いいたします。落札者様へのご連絡を申し上げてから3日過ぎましてもご連絡頂けない場合は、誠に残念ながら落札者様都合のキャンセルとさせて頂きますことをご了承ください。 こちらからの評価はしておりませんので、予めご了承くださいませ。土日はお返事ができない場合があります事ご了承くださいませ。 ★【返品について】 基本的には返品はお断りしておりますが当方に不備があり、お取引ナビよりご連絡をいただけた場合は返品をお受けいたします。 落札後のキャンセルはお受けできません。ノークレームノーリターンにてお願いしております。 ------- 発送方法 ---------------------------------- 大阪よりゆうパックにてお届けします。その他定形外やレターパックも対応します。 ------- 支払方法 ---------------------------------- 3/1日よりヤフオクの決済方法が簡単決済のみとなりました。 , 目立った傷や汚れなし ,"e470211588
"
 希少品！ 【最上】銀造吊香炉 希少品 双鳥極密細工 時代大名道具 古玩煎茶道具 仏具 香道 銀瓶 115 -------商品説明---------------------------------- 【商品情報】 サイズ：香炉直径5.2㎝・長さ15.0㎝・71g※本文の一番最後の写真は使用例です。出品物は香炉のみです。台座は付きません。 ------- 注意事項 ---------------------------------- ★【状態】 商品自体がたいへん古いものでございますので経年によるスレや傷みがございます。 ※神経質な方の入札はご遠慮ください。 画像たくさん載せておりますのでお確かめください。（※画像に乗っている物が全てです。） 素人の為、タイトルに誤りがあるかもしれません。鑑定書などは付随しておりませんのでお安く出品しております。画像にてご判断いただける方のご入札お願いいたします。 ご新規様のご入札で不審に感じた場合は入札を取消いたします。また、著しく評価の悪い方とのお取引は後のトラブル回避のため遠慮とさせていただきます。それでもご興味がある場合は必ずご入札の意思をご質問よりお願いします。 ★【落札後の注意】 落札後のキャンセルはご遠慮ください。また、落札後にご質問はおやめください。何か商品につてご質問がある場合は必ずご入札前にご質問をお願いいたします。落札者様へのご連絡を申し上げてから3日過ぎましてもご連絡頂けない場合は、誠に残念ながら落札者様都合のキャンセルとさせて頂きますことをご了承ください。 こちらからの評価はしておりませんので、予めご了承くださいませ。土日はお返事ができない場合があります事ご了承くださいませ。 ★【返品について】 基本的には返品はお断りしておりますが当方に不備があり、お取引ナビよりご連絡をいただけた場合は返品をお受けいたします。 落札後のキャンセルはお受けできません。ノークレームノーリターンにてお願いしております。 ------- 発送方法 ---------------------------------- 大阪よりゆうパックにてお届けします。その他定形外やレターパックも対応します。 ------- 支払方法 ---------------------------------- 3/1日よりヤフオクの決済方法が簡単決済のみとなりました。 , 目立った傷や汚れなし ,"e470211588
"
 希少品！ 【最上】銀造吊香炉 希少品 双鳥極密細工 時代大名道具 古玩煎茶道具 仏具 香道 銀瓶 115 -------商品説明---------------------------------- 【商品情報】 サイズ：香炉直径5.2㎝・長さ15.0㎝・71g※本文の一番最後の写真は使用例です。出品物は香炉のみです。台座は付きません。 ------- 注意事項 ---------------------------------- ★【状態】 商品自体がたいへん古いものでございますので経年によるスレや傷みがございます。 ※神経質な方の入札はご遠慮ください。 画像たくさん載せておりますのでお確かめください。（※画像に乗っている物が全てです。） 素人の為、タイトルに誤りがあるかもしれません。鑑定書などは付随しておりませんのでお安く出品しております。画像にてご判断いただける方のご入札お願いいたします。 ご新規様のご入札で不審に感じた場合は入札を取消いたします。また、著しく評価の悪い方とのお取引は後のトラブル回避のため遠慮とさせていただきます。それでもご興味がある場合は必ずご入札の意思をご質問よりお願いします。 ★【落札後の注意】 落札後のキャンセルはご遠慮ください。また、落札後にご質問はおやめください。何か商品につてご質問がある場合は必ずご入札前にご質問をお願いいたします。落札者様へのご連絡を申し上げてから3日過ぎましてもご連絡頂けない場合は、誠に残念ながら落札者様都合のキャンセルとさせて頂きますことをご了承ください。 こちらからの評価はしておりませんので、予めご了承くださいませ。土日はお返事ができない場合があります事ご了承くださいませ。 ★【返品について】 基本的には返品はお断りしておりますが当方に不備があり、お取引ナビよりご連絡をいただけた場合は返品をお受けいたします。 落札後のキャンセルはお受けできません。ノークレームノーリターンにてお願いしております。 ------- 発送方法 ---------------------------------- 大阪よりゆうパックにてお届けします。その他定形外やレターパックも対応します。 ------- 支払方法 ---------------------------------- 3/1日よりヤフオクの決済方法が簡単決済のみとなりました。 , 目立った傷や汚れなし ,"e470211588
"
